EmployeeNumber,Name,Department,Education,EducationField,JobLevel,JobRole,MonthlyIncome,PerformanceRating,StudentFeedbackPercentage,FeedbackCount,PercentSalaryHike
389307,Orsola Enoksson,1,2,5,1,4,12757,4,38.19,1,1
435750,Prudy Dinsell,2,2,5,1,8,14830,3,61.59,1,18
70932,Hunfredo De Bruijn,4,2,4,2,2,42815,3,29.97,1,16
648800,Lizzie Ollin,2,2,3,5,8,51807,2,9.8,1,0
569455,Ewell Randall,3,1,2,1,4,18023,5,40.26,1,12
629524,Hyman Bome,4,5,5,1,6,57043,5,80.34,1,16
600313,Claybourne D'Almeida,1,1,5,3,10,86912,3,6.04,1,20
683905,Gianna Oldfield,5,1,1,4,9,69465,3,45.03,1,4
46076,Lorinda Zapatero,1,2,4,3,8,47347,1,81.88,1,0
578999,Sharron Larderot,1,1,3,1,1,30285,1,34.21,1,8
728664,Melonie Gillibrand,3,4,3,3,10,85183,2,49.43,1,17
602952,Laurence Stubbert,3,5,2,3,7,72566,5,55.93,1,12
667495,Vivia Larver,1,4,4,1,1,13394,1,12.48,1,12
219643,Karrah Piniur,4,3,5,2,3,58671,4,90.25,1,15
925378,Lewes Mackiewicz,2,3,2,3,6,71621,1,95.68,1,15
869205,Lola Dagworthy,2,5,3,5,2,65440,2,69.73,1,9
125552,Benjie Jaime,3,4,4,3,7,14755,5,2.23,1,4
483521,Chris Ubach,2,3,2,5,4,60653,3,4,1,11
463442,Aurelea Caldecutt,2,5,4,5,7,86385,1,37.06,1,2
340134,Thomasa Burtwhistle,1,1,3,2,5,68341,1,92.68,1,9
285515,Lilas Effemy,3,3,2,2,4,70257,5,10.56,1,13
783787,Killie Popov,3,3,1,3,8,59553,1,95.8,1,0
6557,Kerrin Blagden,5,5,5,5,10,30797,3,2.55,1,14
35183,Daryl Heffy,4,1,3,5,5,17589,5,16.13,1,18
404888,Newton Doubleday,5,1,1,1,4,14059,3,63.46,1,11
350535,Trip Boskell,4,4,2,4,3,53906,3,75.01,1,12
424135,Ashley Docwra,5,5,3,1,7,16733,2,39.72,1,2
416219,Tedda Bennetts,1,1,3,3,4,25568,3,11.16,1,11
63757,Ortensia Sugden,2,4,2,4,9,55732,2,80.12,1,15
94711,Cecil Dibb,5,5,5,1,5,56340,1,49.04,1,10
703103,Salim Cristofolo,5,2,4,5,1,81719,4,91.87,1,16
648120,Elsa Rosewall,2,2,3,3,10,71077,2,31.74,1,14
459896,Owen Kurtis,2,2,2,4,7,35687,5,13.11,1,8
89777,Marin Drust,2,3,2,4,3,17629,1,91.3,1,20
749786,Pietra Gostridge,2,1,1,1,10,83089,3,40.61,1,9
181882,Colin Sline,3,4,2,3,2,61003,5,21.93,1,5
756132,Nadeen Kaes,5,5,3,2,7,55900,5,64.59,1,13
642238,Emelina Watton,4,2,2,5,9,26768,4,14.37,1,14
781484,Tynan Slark,5,5,5,2,5,6865,4,35.25,1,3
649663,Tami Farden,5,4,1,2,1,1964,4,14.94,1,8
13151,Melisse Slogrove,3,3,3,3,4,13461,5,81.88,1,10
638585,Arlyne Cowlishaw,4,3,5,1,9,78715,4,96.93,1,17
228916,Melisande Carroll,5,5,4,2,2,65283,2,92.03,1,6
200965,Burt Bristoe,1,4,4,1,2,22078,2,72.46,1,5
355524,Doria Levet,4,5,5,3,1,47921,2,21.67,1,6
303101,Vinnie Kochs,5,3,4,2,8,35438,2,41.6,1,12
537507,Gillan Grimley,2,1,5,4,5,72473,5,24.93,1,6
634117,Delinda Gorrick,1,4,1,1,2,17109,4,85.01,1,3
103595,Merrel Troak,2,1,5,3,9,56306,1,1.08,1,7
178349,Dosi Flageul,1,2,1,5,9,77305,5,54.81,1,12
603824,Leonelle Grime,5,5,5,4,6,44556,2,15.75,1,4
40818,Neda Wolfindale,3,3,2,4,10,52868,1,21.07,1,12
327301,Carter Wingham,4,3,3,1,1,46479,2,5.14,1,14
99429,Reggi Elie,2,1,3,5,4,74678,5,41.46,1,17
397511,Kliment Dorie,5,5,5,4,4,79389,4,48.47,1,3
236739,Goddart Nobriga,4,3,4,4,2,35453,5,15.96,1,6
586126,Jocelyne Latchmore,3,4,3,2,9,65157,1,74.43,1,2
58021,Hal Brewett,2,5,2,3,4,40077,2,28.46,1,8
447309,Chastity Larway,3,1,4,2,3,9582,3,21.64,1,12
488536,Nickolai Muttitt,4,2,5,5,8,31595,3,12.13,1,7
65920,Gillie Cappineer,5,3,4,2,8,45200,4,72.2,1,4
24495,Ronalda Swatman,5,3,4,4,4,25022,2,12.84,1,17
435977,Artie Ganforth,4,2,3,2,10,37457,4,61.87,1,16
766185,Dore Dradey,4,1,4,3,1,75752,4,76,1,5
29495,Eloise Forri,4,3,5,1,8,69284,2,46.14,1,11
658006,Moore Cottrell,1,4,1,1,2,70881,5,52.03,1,10
62482,Yolanthe Leaning,5,2,4,5,3,83928,3,27.06,1,1
359817,Elspeth Rosbottom,1,3,3,1,8,57005,4,48.35,1,10
920605,Filide Shedd,3,1,3,5,2,52294,4,72.94,1,14
957693,Gwen Dawdry,3,4,1,1,7,37864,4,2.86,1,0
485672,Antonius Campany,1,3,4,5,10,42056,5,68.82,1,15
547121,Betti Pulbrook,1,2,2,2,7,52086,3,96.79,1,4
772517,Blane Phipard-Shears,3,1,1,1,7,19908,3,76.53,1,2
540263,Cyb Klehyn,1,3,3,3,3,76503,5,86.2,1,15
166298,Dennison Oen,4,4,2,4,3,40464,3,65.1,1,14
293898,Ellene Bullent,1,1,2,4,7,10894,1,1,1,8
443302,Ilsa Flott,3,3,5,1,8,58275,4,12.34,1,15
427369,Conroy John,5,2,1,5,7,60882,4,7.35,1,11
563291,Batsheva Norcott,3,5,4,1,7,25977,1,58.55,1,1
584941,Joycelin Mishaw,3,2,1,4,7,19627,1,9.87,1,14
290356,Wald Weal,1,1,1,2,3,19191,5,18.56,1,7
351960,Carine Bris,4,5,1,4,1,76324,3,3.28,1,11
235254,Starla Malone,5,5,5,2,5,15808,3,68.52,1,17
562483,Krishnah Grichukhin,1,4,3,3,6,69907,3,81.3,1,20
861449,Wilmar Summergill,2,1,1,3,6,72540,5,39.15,1,11
972579,Huberto Pillington,2,5,2,5,4,46484,4,38.95,1,0
251171,Roseanna Mortel,5,3,3,4,4,68436,2,46.5,1,0
702609,Millie Belsey,4,4,3,5,3,66126,5,72.13,1,5
229302,Alethea Quant,5,5,4,2,8,74093,2,42.7,1,1
921156,Violet Gimber,1,5,3,3,3,31616,2,92.68,1,1
794570,Gearalt Ackenson,1,2,4,3,10,75577,2,35.87,1,20
212628,Meghann Buske,1,5,2,2,3,72172,2,13.63,1,13
524098,Eugenius Castel,3,5,4,2,10,72630,4,30.88,1,14
752233,Grady Ruprich,4,4,3,5,7,76637,4,73.26,1,4
451945,Mag Sacase,1,5,3,4,2,70061,4,77.97,1,2
995171,Flory Brake,4,4,1,3,4,10664,2,40.96,1,8
677130,Debbie Wickett,1,3,2,3,2,2980,3,5.08,1,17
850041,Etheline Dufoure,4,1,3,3,10,53015,3,30.56,1,13
135762,Adel How to preserve,3,5,5,1,5,39428,1,41.94,1,18
228045,Hammad Coombs,4,5,1,2,10,68833,1,92.49,1,2
620183,Haskell Plascott,4,1,4,2,2,56618,1,58.58,1,0
210010,Laurice Elgood,4,1,3,5,3,77616,5,24.27,1,17
104926,Essie Sudron,5,4,2,1,6,28064,5,83.55,1,1
82356,Coraline Gillise,4,4,4,4,6,10956,4,15.21,1,18
702885,Shauna Butterworth,3,3,5,3,6,52346,3,48.47,1,7
4373,Franny Ibbotson,5,3,2,5,10,76682,4,94.27,1,5
745020,Evangelin Fagence,1,4,5,4,3,62768,5,63.19,1,2
235739,Zorina Cordy,4,1,5,1,3,3020,5,8.61,1,1
276378,Licha Bigrigg,5,2,3,1,9,44134,2,26.58,1,2
574447,Stephi Pretswell,5,5,5,3,5,82583,3,75.16,1,12
884932,Vin Souter,5,1,2,2,9,58550,3,6.93,1,9
300845,Blakeley Cutbirth,2,4,5,5,3,34492,1,35.73,1,14
66621,Fabio Durbyn,1,2,2,4,1,724,3,78.84,1,0
263785,Gilda Starmont,2,5,5,5,10,2375,5,53.7,1,20
718380,L;urette Davenhall,3,4,1,5,3,15370,1,2.97,1,12
993492,Rossy Durning,2,1,4,2,6,52979,5,65.21,1,13
506058,Kort Martschik,4,1,2,3,6,21273,2,96.61,1,17
843284,Lorianna Tolworthy,4,3,1,2,4,1645,5,26.25,1,15
552797,Neddie Kristufek,4,4,4,2,2,19017,2,4.42,1,10
898477,Linet Antrack,4,5,4,5,3,86950,2,15.34,1,17
781375,Ferne Lanfere,5,2,3,2,9,19372,5,4.21,1,19
123568,Cacilie Paine,3,1,1,1,5,14730,2,63.92,1,14
695183,Elbert Klousner,2,3,5,4,4,55317,4,28.15,1,14
591401,Stuart Spellsworth,1,2,4,3,5,69456,1,67.65,1,1
666567,Des Oda,2,5,3,5,6,6197,5,51.83,1,15
934878,Agna Butson,1,4,5,2,5,16727,3,6.23,1,1
345720,Launce Snoding,3,5,3,3,8,67644,4,33.28,1,9
755846,Anett Edwardes,4,2,3,1,2,82043,2,61.67,1,4
527464,Raquela Timby,3,2,5,3,4,77620,1,38.31,1,15
197382,Ronnie Dibdale,2,1,5,2,2,67157,4,94.11,1,12
975581,Dom Pawden,5,2,3,5,6,51405,3,53.39,1,18
32370,Marlena Law,1,5,1,4,8,75181,1,63.58,1,5
36663,Dorene Ainger,4,4,1,2,2,58582,1,14.45,1,2
11876,Caitlin Pheasey,5,5,1,2,9,72149,5,12.76,1,13
339139,Bronny Andrejevic,5,2,1,2,5,44217,3,34.71,1,9
363622,Garland Arendt,2,4,4,1,10,48040,1,86.54,1,18
114374,Max Theuss,2,1,5,4,6,48466,4,39.1,1,19
577934,Yuri Mitrovic,1,5,4,5,6,29949,5,27.04,1,1
574106,Nelle Connolly,1,3,4,5,2,1183,1,27.48,1,9
955566,Sheff Geal,3,3,4,3,8,31209,2,65.76,1,5
376235,Brander Covell,3,3,3,5,7,36007,3,69.55,1,20
198883,Grant Petran,2,3,4,5,4,60904,2,40.58,1,1
627998,Fredia Basden,1,3,5,1,7,11754,5,43.88,1,3
485102,Rayna Oloshin,5,3,1,4,3,64478,1,47.6,1,3
377231,Harriot Garside,1,1,3,5,5,22813,3,59.01,1,18
856030,Terrance Woodhams,5,5,4,4,5,45468,2,4.49,1,11
444675,Carine Renfree,2,5,1,4,10,13752,1,53.45,1,16
273637,Carolus Blanque,3,4,1,2,10,40223,1,49.91,1,12
712315,Timotheus Janc,5,1,5,1,4,44826,1,11.85,1,1
866221,Amii Skakunas,2,5,3,4,9,36360,2,23.55,1,5
885539,Elwin Skelton,5,3,4,4,1,81639,4,3.24,1,10
793677,Willi Adamczewski,3,4,4,5,4,38190,3,93.59,1,16
519827,Laney Cyster,5,4,1,3,9,68005,2,28.93,1,10
721980,Cyndi Blaase,2,3,2,5,2,72724,2,85.6,1,5
502878,Sancho Merlin,1,5,1,5,10,58825,4,30.26,1,4
90561,Sheena Le Moucheux,3,3,4,5,8,72895,1,12.76,1,16
745990,Eliot Lack,2,3,4,3,1,26763,5,48.48,1,1
811306,Rozanna Sterrick,3,5,1,4,2,80363,1,52.2,1,3
734094,Brandise Asee,5,4,3,5,6,45736,1,22.56,1,2
600214,Tim Washbrook,4,5,4,2,1,45252,5,61.77,1,9
616353,Pamela Pearsall,1,3,1,3,8,28329,5,17.04,1,17
19904,Earle O'Luney,4,2,1,1,5,16249,2,41.32,1,13
550101,Clifford Crockford,3,1,5,4,3,26759,4,19.13,1,8
438597,Ula Cornelis,3,3,4,3,8,14612,2,69.23,1,2
880992,Keen Andresser,4,1,5,2,5,44841,2,0.9,1,10
672750,Rufus McGawn,4,4,2,2,9,61934,4,0.87,1,8
648909,Tabbie Sumpter,1,3,1,5,6,70968,5,47.84,1,0
609774,Sidoney Crowest,1,3,1,2,9,11782,3,61.09,1,4
215181,Bendite Houldcroft,2,4,3,5,2,79523,3,11.19,1,1
305755,Ingram Haslam,1,3,3,5,4,19797,1,21.22,1,1
120290,Camilla Cheke,1,2,1,2,4,38431,4,73.31,1,14
827631,Bevon Riggoll,2,2,4,5,7,53741,4,6.9,1,19
671362,Mariejeanne Bordis,5,3,4,2,6,3144,5,64.35,1,6
910937,Stanfield Chinnick,5,4,4,5,8,68007,5,28.53,1,3
100237,Milzie Kersaw,1,4,5,1,1,40698,4,66.4,1,17
124136,Spenser Laying,3,4,4,2,2,15361,3,89.79,1,0
319334,Gard Wooff,5,5,2,2,4,37261,4,65.12,1,11
640350,Aridatha Atte-Stone,5,1,2,3,1,4794,2,3.45,1,6
962763,Ford Cumpsty,3,5,5,5,5,45288,1,83.45,1,8
11129,Hester Dewberry,3,2,4,4,6,22225,4,57.8,1,20
705310,Antonin Sherel,1,2,3,3,3,26641,5,14.32,1,17
889308,Filbert Woodfin,4,5,4,5,4,53749,3,40.83,1,12
552852,Sebastian Twist,1,4,1,3,3,71786,5,32.64,1,5
956136,Lindy Malser,5,1,5,3,9,71996,4,20.5,1,19
819544,Micky Fivey,4,1,2,5,9,26015,1,92.84,1,20
877404,Michail Ladd,4,3,5,4,2,48367,1,3.09,1,1
163886,Nolana Adamson,3,5,1,4,7,70654,1,6.33,1,8
8878,Emmi Hanes,4,1,4,5,7,31859,2,98.42,1,4
805904,Blair Rudolph,5,1,5,1,3,16717,2,78.68,1,15
164661,Jeramey Bahike,1,2,5,1,10,23041,4,82.41,1,6
701522,Misty Polfer,4,5,4,5,1,71073,1,83.77,1,7
203802,Keeley Cawte,2,3,2,3,3,88700,2,40.27,1,20
209813,Weston Itzakovitz,2,5,4,3,8,54849,3,81.81,1,8
979547,Alethea Andor,3,3,5,5,6,68861,1,46.04,1,5
122476,Tansy Lorne,1,4,2,2,1,70011,2,1.63,1,8
135965,Fredi Kliner,2,3,1,2,10,64102,1,53.09,1,15
715578,Ross Cayton,2,3,3,1,5,29256,1,57.12,1,4
876957,Tresa Lewnden,2,5,1,5,6,63422,3,63.7,1,10
586766,Sisile Allso,1,4,3,4,5,45209,3,97.25,1,9
536894,Arnoldo Grimsey,1,2,4,2,4,72109,2,51.74,1,17
244860,Cornie Chaulk,4,4,3,1,3,37631,5,53.27,1,3
881224,Timotheus Witty,3,3,1,3,1,856,5,88.55,1,16
704486,Lenee Cristofolo,1,3,2,2,6,20727,1,39.24,1,15
626804,Taylor Madison,4,1,1,5,4,6848,4,41.27,1,18
453148,Luis Klimkowski,2,4,4,4,4,18304,4,15.34,1,11
121475,Gwenni Lugton,3,1,2,5,4,29747,1,49.03,1,3
583314,Mildred Roux,3,5,2,2,3,28623,5,81.14,1,6
969087,Nappy Britian,4,5,5,2,6,24207,1,2.66,1,4
24638,Sharon Jobbins,4,2,4,2,4,44304,3,11.87,1,4
923685,Peter Lafflina,1,1,4,3,5,33846,2,69.42,1,2
766283,Shannen Tretter,2,4,3,2,8,24754,1,93.84,1,13
148444,Pet Shapland,3,5,2,5,1,60114,1,94.45,1,11
235346,Esme Breed,1,2,2,3,2,48704,5,87.62,1,8
996827,Vernon Orrick,1,5,5,3,7,76267,1,98.48,1,7
242553,Harlene Larmet,3,1,2,4,6,55917,1,28.26,1,8
872875,Randene Berzin,3,3,5,1,7,38996,4,62.58,1,1
779809,Dolorita Barthelmes,1,2,1,1,2,28768,4,59.17,1,20
136160,Lexi Rossander,1,2,3,1,3,53006,1,96.64,1,11
126316,Jerrilyn Lambis,2,1,4,5,7,16257,5,75.18,1,16
103034,Kitty Petriello,1,4,3,3,6,22088,1,46.41,1,12
852150,Marylin Custy,4,4,5,3,10,21135,3,62.67,1,3
11098,Hugues Dorgan,3,2,1,1,8,89740,3,37.77,1,4
743224,Zach Broxis,3,3,5,5,6,40235,1,35.48,1,20
960237,Cletus Pescud,2,2,5,3,7,41856,1,67.36,1,13
295164,Ozzy Buck,5,2,1,5,3,54584,2,54.46,1,19
165730,Valle Danelutti,5,3,5,2,6,38552,5,20.25,1,17
161561,Tann St Clair,4,1,1,2,10,43870,5,73.69,1,14
7140,Alvie Whistlecraft,5,1,4,5,8,19804,5,67.35,1,9
254979,Tabbitha Hedling,5,1,3,3,4,40440,2,51.25,1,6
41492,Tomasine Eaglen,4,3,2,3,10,12454,3,68.74,1,19
993050,Olvan Scramage,2,4,1,3,1,21374,5,87.81,1,0
253756,Ronnie Dixie,1,2,4,4,10,43865,4,35.74,1,16
672325,Orazio Drury,1,1,3,4,9,72,3,11.85,1,7
383082,Correy Batchelder,1,4,3,2,7,81889,4,36.35,1,2
404101,Lazarus Giacopazzi,5,4,4,3,4,2587,2,7.19,1,2
427962,Ryan Caseley,5,1,3,5,6,50808,2,78.54,1,11
856117,Dione Tidder,5,3,1,3,1,17916,1,94.18,1,19
683644,Wendi Jendrich,4,3,1,3,7,49584,4,27.73,1,7
905809,Lewes Holywell,2,1,5,1,6,29806,3,92.08,1,3
26791,Marjorie Wearn,1,2,3,5,1,52743,5,38.5,1,0
93683,Trumaine Pechet,3,1,5,4,1,81421,5,86.8,1,19
129077,Robenia Illingworth,4,1,3,4,9,53335,1,15.09,1,1
935836,Florance Feldhammer,3,3,3,1,1,69797,4,19.01,1,6
58708,Deanna Iglesia,4,5,1,5,5,6557,5,59.05,1,8
560297,Abran Lathleiff,4,1,4,1,2,72794,4,83.86,1,17
921931,Chaddie Caccavari,2,3,4,4,10,22331,5,28.4,1,11
314829,Malchy Harrigan,1,5,5,1,9,42801,4,77.06,1,9
852807,Halimeda Baldetti,2,1,5,2,2,80046,2,62.73,1,17
370721,Ardeen Crank,1,1,1,4,5,3715,2,1.06,1,3
495894,Shelton Scoggins,3,5,4,1,2,75407,4,12.84,1,18
385339,Blair Durbridge,2,3,5,2,10,77954,2,52.76,1,4
359919,Mort Cohr,4,1,3,3,5,20134,2,13.64,1,14
873027,Lyda Gayforth,1,1,5,4,8,71479,4,57.97,1,11
352103,Shellie Beeke,2,1,5,1,3,11870,3,31.19,1,16
830885,Lloyd Brotherheed,3,1,1,3,1,54093,4,73.08,1,4
3320,Madelyn Gerrad,5,5,4,4,3,63377,1,95.07,1,14
633294,Laetitia Bruhnsen,5,3,2,3,7,16709,5,25.19,1,5
824285,Anthiathia Rayner,3,1,4,5,7,22187,3,93.08,1,7
153281,Fernande Magnar,2,2,1,3,4,49033,2,23.81,1,15
605235,Jamaal Kilner,1,2,4,3,10,734,2,29.51,1,15
395989,Vito Wellum,1,2,4,1,2,55400,3,40.62,1,4
14151,Alvy Dallan,1,5,5,2,1,33882,3,75.48,1,1
805920,Nerissa Gumbley,3,4,4,5,1,72696,1,92.91,1,11
725264,Sonia Vanacci,5,5,3,5,3,25482,4,35.59,1,17
198630,Andy O'Doohaine,3,1,2,1,5,61731,1,75.93,1,10
445241,Valera Dorot,4,1,4,4,7,41675,5,13.03,1,8
751274,Maxie Pobjay,5,5,4,4,5,14758,1,40.07,1,2
736066,Meggi Mioni,2,4,3,5,10,8875,3,53.81,1,16
834281,Regan Westnedge,3,1,5,3,8,14301,4,60.68,1,14
913560,Zoe Gammill,3,5,5,1,7,25873,5,15.07,1,17
149165,Jeane Obern,4,5,1,2,3,63215,3,48.76,1,14
996564,Robinette Gilson,2,3,4,2,3,64537,5,75.4,1,18
422686,Thomasina Gaywood,1,1,2,1,6,41713,1,38.76,1,19
768896,Dewie Commander,4,2,3,3,8,84494,2,44.13,1,19
184030,Rossie Jerrome,1,4,1,4,5,55346,4,9.31,1,10
445952,Berte Quirk,4,5,5,4,4,41765,4,68.11,1,20
600789,Lorita Reinert,2,2,1,2,9,58939,1,89.63,1,15
658973,Kristi Romeuf,3,5,2,3,2,39447,2,67.26,1,11
981189,Dania Rumbelow,1,5,1,4,5,72132,2,8.59,1,20
923779,Mycah Northey,4,5,4,5,10,17778,1,4.06,1,6
703589,Carly Ashworth,1,1,4,2,8,62071,2,88.58,1,14
322639,Rianon Grinsdale,3,4,4,2,5,66167,3,8.54,1,7
642030,El Schuler,2,3,4,3,6,29987,4,55.56,1,9
382631,Aviva Perrone,5,5,1,4,3,16468,1,85.86,1,18
211360,Colene Crisford,2,5,3,1,4,58844,1,48.4,1,1
541540,Aurelea Kinchley,4,5,1,4,6,89614,2,31.26,1,6
964948,Gregor Slafford,1,1,1,3,6,24065,1,19.22,1,14
653028,Neale Fanti,3,1,3,5,5,33530,5,82.47,1,14
396927,Son Mantrip,2,3,3,2,2,9456,5,4.22,1,13
617673,Hadrian McPhelimey,4,3,1,5,7,44257,1,53.44,1,6
129224,Laura O'Fallowne,3,2,4,1,8,74479,3,95.18,1,10
684698,Kessia Balsillie,4,3,5,4,9,13335,3,31.27,1,11
415160,Georgie Fontel,2,5,1,1,3,63940,1,11.41,1,1
816668,Innis Stolle,4,1,1,5,1,46184,5,58.76,1,11
969780,Tudor Gaskarth,2,2,2,2,1,11770,5,42.96,1,10
585604,Mikol Gibbins,5,3,2,1,3,15283,3,2.51,1,3
309675,Helaina Hoyer,4,2,5,2,4,5308,2,93.1,1,10
570813,Nowell Batson,3,5,2,1,3,43782,3,3.37,1,2
136060,Sapphira Jahnke,5,4,3,3,10,55832,1,82.07,1,6
590808,Garrek Thurley,4,3,3,2,2,43265,2,46.98,1,0
328172,Carlyle Hightown,4,3,1,1,8,21792,3,34.62,1,13
750188,Chaunce Baudacci,1,2,5,4,9,20245,1,34.48,1,7
131380,Salmon Wasylkiewicz,4,3,2,5,5,50003,3,68.61,1,8
226912,Lavinia Pennicard,5,5,4,4,7,47074,5,96.63,1,20
647839,Leyla Lancaster,4,1,2,3,4,44016,1,83.46,1,6
583325,Karia Casely,3,1,1,1,4,13323,1,57.44,1,0
965176,Tonie Nunnerley,5,2,2,4,1,3599,4,26.93,1,13
582923,Julianne Greaves,3,2,5,5,9,46676,2,58.08,1,10
816181,Rosemary Belderfield,5,5,1,3,1,14734,2,55.46,1,15
799143,Morena Scupham,5,2,2,2,4,37424,4,77.49,1,4
277136,Catha Pollok,5,3,1,2,1,84344,5,76.03,1,16
419168,Bea Amburgy,5,2,1,2,4,60883,4,26.33,1,0
532539,Meir Currall,3,3,3,4,1,25266,2,53.86,1,7
889290,Frans Mose,2,4,3,4,5,40971,5,22.98,1,3
611007,Zonda Freake,3,5,4,2,10,52354,1,39.18,1,5
909083,Carroll Charleston,2,5,3,1,10,84611,1,51.82,1,2
68459,Ariadne Allenby,1,2,3,3,7,23145,2,26.33,1,20
956059,Ethelin Cregin,5,3,1,5,1,33324,2,25.26,1,12
926636,Freddy Dorling,1,1,5,3,6,67084,1,55.49,1,2
952378,Becky Korfmann,3,3,1,5,9,70393,5,46.81,1,11
904143,Howard Naire,3,1,5,4,6,35271,5,63.98,1,20
119902,Tami Chree,4,4,5,5,1,71728,3,47.93,1,1
68766,Berthe Ralton,3,4,1,1,10,69205,3,7,1,0
6267,Leandra Bengough,3,4,3,1,1,79962,4,45.02,1,12
948991,Jemmy Gatley,4,2,4,4,5,8798,5,28.07,1,4
845375,Beverley Blucher,3,5,3,3,7,3591,1,38.28,1,12
877537,Theresina Purslow,1,2,3,3,5,73201,3,90.93,1,1
648758,Hube Jarmain,5,5,4,4,4,58618,2,39.3,1,4
517414,Konstantin Lavalle,4,1,4,2,4,75544,4,88.29,1,9
72921,Glyn Fibbit,3,5,1,4,7,27235,2,24.49,1,17
642000,Shamus Larimer,2,1,2,5,7,54394,1,95.31,1,3
596173,Hashim Ewan,1,3,1,2,8,71988,5,14.09,1,10
884770,Adena Pettegree,1,4,5,1,3,33246,1,75.18,1,6
267189,Samara Race,5,2,2,1,2,88247,5,20.88,1,4
357421,Israel Sivyour,3,5,4,4,7,3429,1,12.37,1,0
312680,Angelina Carolan,4,2,3,1,4,35679,4,24.08,1,12
394885,Quintana Merlin,4,3,3,3,4,83220,2,68.91,1,15
389760,Leslie Ragsdale,3,5,3,1,5,65048,1,62.33,1,16
740261,Angelina MacCafferky,4,1,3,5,2,39649,3,34.36,1,13
696222,Currie Connock,4,4,5,4,10,86715,1,31.91,1,2
193538,Lorrie Batting,5,2,5,3,9,25126,2,14.4,1,15
193896,Matthew Ryton,2,1,2,4,7,86653,5,28.84,1,10
647782,Coop Mozzi,2,4,2,2,5,214,3,62.07,1,7
11062,Hymie Kaasman,2,2,4,1,2,27404,1,40.26,1,7
492942,Rustie Comello,2,4,4,4,1,58570,1,26.79,1,0
990891,Tilda Wigin,3,4,3,1,4,34181,5,33.96,1,6
705568,Wang Naisbet,1,3,4,1,2,19250,1,27.85,1,16
853171,Vida Boodell,3,2,3,2,3,27828,4,70.7,1,4
676658,Tull Grigolashvill,1,3,4,5,3,71456,4,52.55,1,2
992556,Masha Fedoronko,1,1,5,5,4,13145,2,89.73,1,6
626549,Zola Breinlein,3,3,4,5,6,65824,1,31.45,1,18
549493,Cathi Gonzalez,1,3,3,4,3,9384,4,18.94,1,16
466462,Claus Bielfelt,1,5,2,5,7,26594,5,44.21,1,4
36475,Orson Rouch,3,3,4,1,3,4944,4,1.07,1,12
975923,Noam Wolford,3,3,3,1,2,3670,2,65.04,1,9
269553,Nikolia Kesby,1,4,3,1,8,1941,1,70.02,1,13
287405,Isadora Medgwick,5,4,2,5,5,41557,2,12.44,1,10
402717,Min McAvey,4,5,4,4,6,63164,4,14.74,1,10
965624,Celinka Rothman,2,1,1,5,1,37985,4,25.84,1,4
686727,Clarita Hooks,3,2,5,2,7,61336,3,30.43,1,14
131449,Shanda Tubbs,1,5,5,3,5,38649,2,72.99,1,18
514741,Wenona Prestage,4,3,2,5,5,54265,2,37.15,1,16
376588,Dudley McNirlin,4,3,4,2,2,10527,4,17.06,1,3
234963,Kermit Lexa,3,1,4,1,9,22220,4,17.98,1,8
398128,Barty Sponer,5,1,3,2,6,30163,4,28.35,1,8
404517,Fayth Astle,3,3,4,4,9,28708,2,30.88,1,8
46639,Bernelle Gawne,2,5,2,5,8,80022,2,13.11,1,6
309967,Shanta Warn,5,3,5,1,2,1082,3,83.74,1,15
383587,Carlye O'Beirne,2,1,4,5,2,2502,2,76.35,1,16
11483,Elwood Grasser,2,4,4,4,3,57247,1,19.69,1,14
934187,Bunni Beevors,5,1,1,4,7,8055,2,29.52,1,18
679055,Alexandrina Hargreves,2,5,3,2,9,68886,4,30,1,0
777869,Audrie Proby,2,1,1,5,1,65422,4,38.93,1,14
750875,Drake D'Ugo,3,3,4,1,5,35684,4,79,1,13
905352,Ximenez Samweyes,4,3,1,1,3,87165,3,15.38,1,15
803729,Faith Fullerton,2,4,4,5,2,10485,3,99.29,1,2
481050,Gayle Yule,1,5,1,4,2,41790,4,52.11,1,0
560038,Barris Briance,4,5,2,4,8,19785,4,90.82,1,11
553478,Kary Colegrove,1,3,1,1,9,42179,4,77.35,1,12
664272,Ransom Trobe,3,2,4,4,9,15955,4,17.04,1,12
361384,Noelyn Pringer,1,3,2,4,3,39156,5,81.59,1,17
727888,Merridie Arro,2,4,4,2,5,164,1,40.81,1,6
943823,Dan Rawlence,3,3,5,5,10,36330,2,90.83,1,18
453169,Silvio Barnfather,1,1,4,3,2,8320,5,50.19,1,10
147252,Louie Cawkill,2,2,5,4,7,30820,5,35.58,1,9
174705,Vikki Beeching,1,5,4,3,5,88559,3,32.5,1,8
656054,Oona Daft,4,3,2,5,4,33750,5,98.58,1,18
326887,Starla Gosalvez,3,5,2,4,6,89633,4,29.94,1,4
708518,Susette Loveman,1,2,4,1,4,25949,4,18.92,1,8
889225,Aldrich Pareman,5,2,2,3,6,38722,3,80.99,1,12
954402,Fergus Sidden,2,2,1,4,5,71634,4,24.4,1,15
710600,Gerik Monument,4,3,5,4,9,41663,5,6.46,1,19
447564,Veda McEnery,5,4,5,4,8,33265,1,7.02,1,8
630524,Dugald Aspinall,5,1,5,3,3,77861,1,78.14,1,3
